Number of batches:  53220
[train] epoch=3 step=196250 loss=2.1211 lr=9.62e-04
[train] epoch=3 step=196300 loss=2.1361 lr=9.62e-04
[train] epoch=3 step=196350 loss=2.1317 lr=9.62e-04
[train] epoch=3 step=196400 loss=1.9121 lr=9.62e-04
[train] epoch=3 step=196450 loss=2.0909 lr=9.62e-04
[train] epoch=3 step=196500 loss=2.1442 lr=9.62e-04
[train] epoch=3 step=196550 loss=2.1883 lr=9.62e-04
[train] epoch=3 step=196600 loss=2.1029 lr=9.62e-04
[train] epoch=3 step=196650 loss=2.2464 lr=9.62e-04
[train] epoch=3 step=196700 loss=2.0234 lr=9.62e-04
[train] epoch=3 step=196750 loss=2.1655 lr=9.62e-04
[train] epoch=3 step=196800 loss=2.1208 lr=9.62e-04
[train] epoch=3 step=196850 loss=2.0785 lr=9.62e-04
[train] epoch=3 step=196900 loss=2.1267 lr=9.62e-04
[train] epoch=3 step=196950 loss=2.2465 lr=9.62e-04
[train] epoch=3 step=197000 loss=1.9744 lr=9.62e-04
[train] epoch=3 step=197050 loss=2.2055 lr=9.62e-04
[train] epoch=3 step=197100 loss=2.2015 lr=9.62e-04
[train] epoch=3 step=197150 loss=2.0794 lr=9.62e-04
[train] epoch=3 step=197200 loss=2.2539 lr=9.62e-04
[train] epoch=3 step=197250 loss=2.0218 lr=9.62e-04
[train] epoch=3 step=197300 loss=2.1213 lr=9.62e-04
[train] epoch=3 step=197350 loss=2.1207 lr=9.62e-04
[train] epoch=3 step=197400 loss=2.2524 lr=9.62e-04
[train] epoch=3 step=197450 loss=2.1609 lr=9.62e-04
[train] epoch=3 step=197500 loss=2.0939 lr=9.62e-04
[train] epoch=3 step=197550 loss=2.0948 lr=9.62e-04
[train] epoch=3 step=197600 loss=2.1373 lr=9.62e-04
[train] epoch=3 step=197650 loss=2.1985 lr=9.62e-04
[train] epoch=3 step=197700 loss=2.1778 lr=9.62e-04
[train] epoch=3 step=197750 loss=2.0745 lr=9.62e-04
[train] epoch=3 step=197800 loss=2.1624 lr=9.62e-04
[train] epoch=3 step=197850 loss=2.1479 lr=9.62e-04
[train] epoch=3 step=197900 loss=2.2087 lr=9.61e-04
[train] epoch=3 step=197950 loss=2.1144 lr=9.61e-04
[train] epoch=3 step=198000 loss=2.1450 lr=9.61e-04
[train] epoch=3 step=198050 loss=2.1608 lr=9.61e-04
[train] epoch=3 step=198100 loss=2.0710 lr=9.61e-04
[train] epoch=3 step=198150 loss=2.1294 lr=9.61e-04
[train] epoch=3 step=198200 loss=2.1407 lr=9.61e-04
[train] epoch=3 step=198250 loss=2.1942 lr=9.61e-04
[train] epoch=3 step=198300 loss=2.1942 lr=9.61e-04
[train] epoch=3 step=198350 loss=2.0393 lr=9.61e-04
[train] epoch=3 step=198400 loss=2.1433 lr=9.61e-04
[train] epoch=3 step=198450 loss=2.0780 lr=9.61e-04
[train] epoch=3 step=198500 loss=2.1923 lr=9.61e-04
[train] epoch=3 step=198550 loss=2.1304 lr=9.61e-04
[train] epoch=3 step=198600 loss=2.0793 lr=9.61e-04
[train] epoch=3 step=198650 loss=2.1515 lr=9.61e-04
[train] epoch=3 step=198700 loss=2.1176 lr=9.61e-04
[train] epoch=3 step=198750 loss=2.1886 lr=9.61e-04
[train] epoch=3 step=198800 loss=2.1083 lr=9.61e-04
[train] epoch=3 step=198850 loss=2.0941 lr=9.61e-04
[train] epoch=3 step=198900 loss=2.1311 lr=9.61e-04
[train] epoch=3 step=198950 loss=2.0552 lr=9.61e-04
[train] epoch=3 step=199000 loss=2.0503 lr=9.61e-04
[train] epoch=3 step=199050 loss=2.1805 lr=9.61e-04
[train] epoch=3 step=199100 loss=2.0779 lr=9.61e-04
[train] epoch=3 step=199150 loss=2.1924 lr=9.61e-04
[train] epoch=3 step=199200 loss=2.2135 lr=9.61e-04
[train] epoch=3 step=199250 loss=2.0176 lr=9.61e-04
[train] epoch=3 step=199300 loss=2.2305 lr=9.61e-04
[train] epoch=3 step=199350 loss=2.1031 lr=9.61e-04
[train] epoch=3 step=199400 loss=2.2187 lr=9.61e-04
[train] epoch=3 step=199450 loss=2.1512 lr=9.61e-04
[train] epoch=3 step=199500 loss=2.1129 lr=9.61e-04
[train] epoch=3 step=199550 loss=2.1671 lr=9.61e-04
[train] epoch=3 step=199600 loss=2.1146 lr=9.61e-04
[train] epoch=3 step=199650 loss=2.0802 lr=9.61e-04
[train] epoch=3 step=199700 loss=2.1072 lr=9.61e-04
[train] epoch=3 step=199750 loss=2.1483 lr=9.61e-04
[train] epoch=3 step=199800 loss=2.1941 lr=9.61e-04
[train] epoch=3 step=199850 loss=2.1036 lr=9.61e-04
[train] epoch=3 step=199900 loss=1.9813 lr=9.61e-04
[train] epoch=3 step=199950 loss=2.0792 lr=9.61e-04
[train] epoch=3 step=200000 loss=2.0847 lr=9.61e-04
[train] epoch=3 step=200050 loss=2.1443 lr=9.61e-04
[train] epoch=3 step=200100 loss=2.2398 lr=9.61e-04
[train] epoch=3 step=200150 loss=2.1348 lr=9.61e-04
[train] epoch=3 step=200200 loss=2.0939 lr=9.61e-04
[train] epoch=3 step=200250 loss=2.3065 lr=9.61e-04
[train] epoch=3 step=200300 loss=2.1548 lr=9.61e-04
[train] epoch=3 step=200350 loss=2.1659 lr=9.61e-04
[train] epoch=3 step=200400 loss=2.2141 lr=9.61e-04
[train] epoch=3 step=200450 loss=2.0726 lr=9.61e-04
[train] epoch=3 step=200500 loss=2.0770 lr=9.61e-04
[train] epoch=3 step=200550 loss=2.0828 lr=9.61e-04
[train] epoch=3 step=200600 loss=2.2188 lr=9.61e-04
[train] epoch=3 step=200650 loss=2.0648 lr=9.61e-04
[train] epoch=3 step=200700 loss=2.2368 lr=9.61e-04
[train] epoch=3 step=200750 loss=2.0921 lr=9.61e-04
[train] epoch=3 step=200800 loss=2.1092 lr=9.61e-04
[train] epoch=3 step=200850 loss=2.1419 lr=9.61e-04
[train] epoch=3 step=200900 loss=2.1069 lr=9.61e-04
[train] epoch=3 step=200950 loss=2.0288 lr=9.61e-04
[train] epoch=3 step=201000 loss=2.1128 lr=9.61e-04
[train] epoch=3 step=201050 loss=2.1248 lr=9.61e-04
[train] epoch=3 step=201100 loss=2.1288 lr=9.61e-04
[train] epoch=3 step=201150 loss=1.9813 lr=9.61e-04
[train] epoch=3 step=201200 loss=2.1167 lr=9.61e-04
[train] epoch=3 step=201250 loss=2.0872 lr=9.61e-04
[train] epoch=3 step=201300 loss=2.1383 lr=9.61e-04
[train] epoch=3 step=201350 loss=2.1277 lr=9.61e-04
[train] epoch=3 step=201400 loss=2.1203 lr=9.61e-04
[train] epoch=3 step=201450 loss=2.0628 lr=9.61e-04
[train] epoch=3 step=201500 loss=2.1304 lr=9.61e-04
[train] epoch=3 step=201550 loss=2.1871 lr=9.61e-04
[train] epoch=3 step=201600 loss=2.0264 lr=9.61e-04
[train] epoch=3 step=201650 loss=2.1026 lr=9.61e-04
[train] epoch=3 step=201700 loss=2.1702 lr=9.61e-04
[train] epoch=3 step=201750 loss=2.0498 lr=9.61e-04
[train] epoch=3 step=201800 loss=2.0878 lr=9.61e-04
[train] epoch=3 step=201850 loss=2.1806 lr=9.61e-04
[train] epoch=3 step=201900 loss=2.0913 lr=9.61e-04
[train] epoch=3 step=201950 loss=2.1559 lr=9.61e-04
[train] epoch=3 step=202000 loss=2.0870 lr=9.61e-04
[train] epoch=3 step=202050 loss=2.0506 lr=9.61e-04
[train] epoch=3 step=202100 loss=2.1921 lr=9.61e-04
[train] epoch=3 step=202150 loss=2.0952 lr=9.61e-04
[train] epoch=3 step=202200 loss=2.2546 lr=9.61e-04
[train] epoch=3 step=202250 loss=2.1169 lr=9.61e-04
[train] epoch=3 step=202300 loss=2.1004 lr=9.61e-04
[train] epoch=3 step=202350 loss=2.0188 lr=9.61e-04
[train] epoch=3 step=202400 loss=2.2626 lr=9.61e-04
[train] epoch=3 step=202450 loss=2.1253 lr=9.61e-04
[train] epoch=3 step=202500 loss=2.0582 lr=9.61e-04
[train] epoch=3 step=202550 loss=2.1299 lr=9.61e-04
[train] epoch=3 step=202600 loss=2.0264 lr=9.61e-04
[train] epoch=3 step=202650 loss=2.1311 lr=9.61e-04
[train] epoch=3 step=202700 loss=2.1757 lr=9.61e-04
[train] epoch=3 step=202750 loss=1.9825 lr=9.61e-04
[train] epoch=3 step=202800 loss=2.0864 lr=9.61e-04
[train] epoch=3 step=202850 loss=2.2453 lr=9.61e-04
[train] epoch=3 step=202900 loss=2.2896 lr=9.61e-04
[train] epoch=3 step=202950 loss=2.0460 lr=9.61e-04
[train] epoch=3 step=203000 loss=2.1044 lr=9.61e-04
[train] epoch=3 step=203050 loss=2.0505 lr=9.61e-04
[train] epoch=3 step=203100 loss=2.1909 lr=9.61e-04
[train] epoch=3 step=203150 loss=2.0944 lr=9.61e-04
[train] epoch=3 step=203200 loss=2.0213 lr=9.61e-04
[train] epoch=3 step=203250 loss=2.2411 lr=9.61e-04
[train] epoch=3 step=203300 loss=2.2060 lr=9.61e-04
[train] epoch=3 step=203350 loss=2.0950 lr=9.61e-04
[train] epoch=3 step=203400 loss=2.1524 lr=9.61e-04
[train] epoch=3 step=203450 loss=2.1348 lr=9.61e-04
[train] epoch=3 step=203500 loss=2.1333 lr=9.61e-04
[train] epoch=3 step=203550 loss=2.0526 lr=9.61e-04
[train] epoch=3 step=203600 loss=2.1235 lr=9.61e-04
[train] epoch=3 step=203650 loss=2.1095 lr=9.61e-04
[train] epoch=3 step=203700 loss=2.1085 lr=9.61e-04
[train] epoch=3 step=203750 loss=2.1450 lr=9.61e-04
[train] epoch=3 step=203800 loss=2.0584 lr=9.61e-04
[train] epoch=3 step=203850 loss=2.1337 lr=9.61e-04
[train] epoch=3 step=203900 loss=2.0526 lr=9.61e-04
[train] epoch=3 step=203950 loss=2.0538 lr=9.61e-04
[train] epoch=3 step=204000 loss=2.1509 lr=9.61e-04
[train] epoch=3 step=204050 loss=2.0982 lr=9.61e-04
[train] epoch=3 step=204100 loss=2.1251 lr=9.61e-04
[train] epoch=3 step=204150 loss=2.0859 lr=9.61e-04
[train] epoch=3 step=204200 loss=2.1997 lr=9.61e-04
[train] epoch=3 step=204250 loss=2.1332 lr=9.61e-04
[train] epoch=3 step=204300 loss=2.0554 lr=9.61e-04
[train] epoch=3 step=204350 loss=2.1336 lr=9.61e-04
[train] epoch=3 step=204400 loss=2.1929 lr=9.61e-04
[train] epoch=3 step=204450 loss=2.0908 lr=9.61e-04
[train] epoch=3 step=204500 loss=2.2449 lr=9.61e-04
[train] epoch=3 step=204550 loss=2.0345 lr=9.61e-04
[train] epoch=3 step=204600 loss=2.1603 lr=9.61e-04
[train] epoch=3 step=204650 loss=2.2235 lr=9.61e-04
[train] epoch=3 step=204700 loss=2.1439 lr=9.61e-04
[train] epoch=3 step=204750 loss=2.0832 lr=9.61e-04
[train] epoch=3 step=204800 loss=2.1287 lr=9.61e-04
[train] epoch=3 step=204850 loss=2.0456 lr=9.61e-04
[train] epoch=3 step=204900 loss=2.1242 lr=9.61e-04
[train] epoch=3 step=204950 loss=2.0814 lr=9.61e-04
[train] epoch=3 step=205000 loss=2.0498 lr=9.61e-04
[train] epoch=3 step=205050 loss=2.0970 lr=9.61e-04
[train] epoch=3 step=205100 loss=2.1039 lr=9.61e-04
[train] epoch=3 step=205150 loss=2.1032 lr=9.61e-04
[train] epoch=3 step=205200 loss=2.0794 lr=9.61e-04
[train] epoch=3 step=205250 loss=2.0377 lr=9.61e-04
[train] epoch=3 step=205300 loss=2.0495 lr=9.61e-04
[train] epoch=3 step=205350 loss=2.1227 lr=9.61e-04
[train] epoch=3 step=205400 loss=2.1135 lr=9.61e-04
[train] epoch=3 step=205450 loss=2.2388 lr=9.61e-04
[train] epoch=3 step=205500 loss=2.0400 lr=9.61e-04
[train] epoch=3 step=205550 loss=2.1177 lr=9.61e-04
[train] epoch=3 step=205600 loss=2.0610 lr=9.61e-04
[train] epoch=3 step=205650 loss=2.1318 lr=9.61e-04
[train] epoch=3 step=205700 loss=2.1321 lr=9.61e-04
[train] epoch=3 step=205750 loss=2.1977 lr=9.61e-04
[train] epoch=3 step=205800 loss=2.0194 lr=9.61e-04
[train] epoch=3 step=205850 loss=2.1077 lr=9.61e-04
[train] epoch=3 step=205900 loss=1.8260 lr=9.61e-04
[train] epoch=3 step=205950 loss=2.0266 lr=9.61e-04
[train] epoch=3 step=206000 loss=2.0257 lr=9.61e-04
[train] epoch=3 step=206050 loss=2.1666 lr=9.61e-04
[train] epoch=3 step=206100 loss=2.1115 lr=9.61e-04
[train] epoch=3 step=206150 loss=2.1630 lr=9.61e-04
[train] epoch=3 step=206200 loss=2.1595 lr=9.61e-04
[train] epoch=3 step=206250 loss=2.1970 lr=9.61e-04
[train] epoch=3 step=206300 loss=2.1934 lr=9.61e-04
[train] epoch=3 step=206350 loss=2.0082 lr=9.61e-04
[train] epoch=3 step=206400 loss=2.0271 lr=9.61e-04
[train] epoch=3 step=206450 loss=2.1639 lr=9.61e-04
[train] epoch=3 step=206500 loss=2.1751 lr=9.61e-04
[train] epoch=3 step=206550 loss=2.1253 lr=9.61e-04
[train] epoch=3 step=206600 loss=2.1459 lr=9.61e-04
[train] epoch=3 step=206650 loss=2.1371 lr=9.61e-04
[train] epoch=3 step=206700 loss=2.0791 lr=9.61e-04
[train] epoch=3 step=206750 loss=2.2241 lr=9.61e-04
[train] epoch=3 step=206800 loss=1.9462 lr=9.61e-04
[train] epoch=3 step=206850 loss=2.0966 lr=9.61e-04
[train] epoch=3 step=206900 loss=2.1658 lr=9.61e-04
[train] epoch=3 step=206950 loss=2.3467 lr=9.61e-04
[train] epoch=3 step=207000 loss=2.1118 lr=9.61e-04
[train] epoch=3 step=207050 loss=2.0046 lr=9.61e-04
[train] epoch=3 step=207100 loss=2.1370 lr=9.61e-04
[train] epoch=3 step=207150 loss=2.0799 lr=9.61e-04
[train] epoch=3 step=207200 loss=2.1436 lr=9.61e-04
[train] epoch=3 step=207250 loss=2.1629 lr=9.61e-04
[train] epoch=3 step=207300 loss=2.0386 lr=9.61e-04
[train] epoch=3 step=207350 loss=2.1097 lr=9.61e-04
[train] epoch=3 step=207400 loss=2.1529 lr=9.61e-04
[train] epoch=3 step=207450 loss=2.1034 lr=9.61e-04
[train] epoch=3 step=207500 loss=2.0928 lr=9.61e-04
[train] epoch=3 step=207550 loss=2.1455 lr=9.61e-04
[train] epoch=3 step=207600 loss=2.0401 lr=9.61e-04
[train] epoch=3 step=207650 loss=1.9756 lr=9.61e-04
[train] epoch=3 step=207700 loss=2.0796 lr=9.61e-04
[train] epoch=3 step=207750 loss=2.1955 lr=9.61e-04
[train] epoch=3 step=207800 loss=2.0943 lr=9.61e-04
[train] epoch=3 step=207850 loss=2.1072 lr=9.61e-04
[train] epoch=3 step=207900 loss=1.9566 lr=9.61e-04
[train] epoch=3 step=207950 loss=1.9924 lr=9.61e-04
[train] epoch=3 step=208000 loss=2.0451 lr=9.61e-04
[train] epoch=3 step=208050 loss=2.2312 lr=9.61e-04
[train] epoch=3 step=208100 loss=2.0226 lr=9.60e-04
[train] epoch=3 step=208150 loss=2.1902 lr=9.60e-04
[train] epoch=3 step=208200 loss=2.1235 lr=9.60e-04
[train] epoch=3 step=208250 loss=2.0052 lr=9.60e-04
[train] epoch=3 step=208300 loss=2.1059 lr=9.60e-04
[train] epoch=3 step=208350 loss=2.2060 lr=9.60e-04
[train] epoch=3 step=208400 loss=2.2131 lr=9.60e-04
[train] epoch=3 step=208450 loss=2.0643 lr=9.60e-04
[train] epoch=3 step=208500 loss=2.0116 lr=9.60e-04
[train] epoch=3 step=208550 loss=2.0996 lr=9.60e-04
[train] epoch=3 step=208600 loss=2.1272 lr=9.60e-04
[train] epoch=3 step=208650 loss=2.1374 lr=9.60e-04
[train] epoch=3 step=208700 loss=2.1767 lr=9.60e-04
[train] epoch=3 step=208750 loss=2.1783 lr=9.60e-04
[train] epoch=3 step=208800 loss=2.1494 lr=9.60e-04
[train] epoch=3 step=208850 loss=2.1199 lr=9.60e-04
[train] epoch=3 step=208900 loss=2.0367 lr=9.60e-04
[train] epoch=3 step=208950 loss=1.9960 lr=9.60e-04
[train] epoch=3 step=209000 loss=2.1261 lr=9.60e-04
[train] epoch=3 step=209050 loss=2.0273 lr=9.60e-04
[train] epoch=3 step=209100 loss=2.0752 lr=9.60e-04
[train] epoch=3 step=209150 loss=2.1014 lr=9.60e-04
[train] epoch=3 step=209200 loss=2.1551 lr=9.60e-04
[train] epoch=3 step=209250 loss=2.2677 lr=9.60e-04
[train] epoch=3 step=209300 loss=2.1059 lr=9.60e-04
[train] epoch=3 step=209350 loss=2.1194 lr=9.60e-04
[train] epoch=3 step=209400 loss=2.1309 lr=9.60e-04
[train] epoch=3 step=209450 loss=2.1152 lr=9.60e-04
[train] epoch=3 step=209500 loss=2.0885 lr=9.60e-04
[train] epoch=3 step=209550 loss=2.1841 lr=9.60e-04
[train] epoch=3 step=209600 loss=2.0066 lr=9.60e-04
[train] epoch=3 step=209650 loss=2.1637 lr=9.60e-04
[train] epoch=3 step=209700 loss=2.1646 lr=9.60e-04
[train] epoch=3 step=209750 loss=2.2228 lr=9.60e-04
[train] epoch=3 step=209800 loss=2.0844 lr=9.60e-04
[train] epoch=3 step=209850 loss=2.1270 lr=9.60e-04
[train] epoch=3 step=209900 loss=2.1284 lr=9.60e-04
[train] epoch=3 step=209950 loss=2.1083 lr=9.60e-04
[train] epoch=3 step=210000 loss=2.1384 lr=9.60e-04
[train] epoch=3 step=210050 loss=2.1742 lr=9.60e-04
[train] epoch=3 step=210100 loss=2.0029 lr=9.60e-04
[train] epoch=3 step=210150 loss=2.0359 lr=9.60e-04
[train] epoch=3 step=210200 loss=2.2676 lr=9.60e-04
[train] epoch=3 step=210250 loss=2.0902 lr=9.60e-04
[train] epoch=3 step=210300 loss=2.1118 lr=9.60e-04
[train] epoch=3 step=210350 loss=2.1403 lr=9.60e-04
[train] epoch=3 step=210400 loss=2.1777 lr=9.60e-04
[train] epoch=3 step=210450 loss=2.1984 lr=9.60e-04
[train] epoch=3 step=210500 loss=2.2523 lr=9.60e-04
[train] epoch=3 step=210550 loss=2.1544 lr=9.60e-04
[train] epoch=3 step=210600 loss=2.1618 lr=9.60e-04
[train] epoch=3 step=210650 loss=2.0757 lr=9.60e-04
[train] epoch=3 step=210700 loss=2.0793 lr=9.60e-04
[train] epoch=3 step=210750 loss=2.0061 lr=9.60e-04
[train] epoch=3 step=210800 loss=2.1985 lr=9.60e-04
[train] epoch=3 step=210850 loss=2.1379 lr=9.60e-04
[train] epoch=3 step=210900 loss=2.0228 lr=9.60e-04
[train] epoch=3 step=210950 loss=2.2015 lr=9.60e-04
[train] epoch=3 step=211000 loss=2.1566 lr=9.60e-04
[train] epoch=3 step=211050 loss=2.1296 lr=9.60e-04
[train] epoch=3 step=211100 loss=2.1184 lr=9.60e-04
[train] epoch=3 step=211150 loss=2.1940 lr=9.60e-04
[train] epoch=3 step=211200 loss=2.2098 lr=9.60e-04
[train] epoch=3 step=211250 loss=1.9532 lr=9.60e-04
[train] epoch=3 step=211300 loss=2.0778 lr=9.60e-04
[train] epoch=3 step=211350 loss=2.0428 lr=9.60e-04
[train] epoch=3 step=211400 loss=2.1482 lr=9.60e-04
[train] epoch=3 step=211450 loss=2.0033 lr=9.60e-04
[train] epoch=3 step=211500 loss=2.0685 lr=9.60e-04
[train] epoch=3 step=211550 loss=2.1519 lr=9.60e-04
[train] epoch=3 step=211600 loss=2.0638 lr=9.60e-04
[train] epoch=3 step=211650 loss=2.2100 lr=9.60e-04
[train] epoch=3 step=211700 loss=2.0833 lr=9.60e-04
[train] epoch=3 step=211750 loss=2.1178 lr=9.60e-04
[train] epoch=3 step=211800 loss=2.2261 lr=9.60e-04
[train] epoch=3 step=211850 loss=2.1597 lr=9.60e-04
[train] epoch=3 step=211900 loss=2.1126 lr=9.60e-04
[train] epoch=3 step=211950 loss=2.1436 lr=9.60e-04
[train] epoch=3 step=212000 loss=2.1249 lr=9.60e-04
[train] epoch=3 step=212050 loss=2.0881 lr=9.60e-04
[train] epoch=3 step=212100 loss=2.0947 lr=9.60e-04
[train] epoch=3 step=212150 loss=1.9912 lr=9.60e-04
[train] epoch=3 step=212200 loss=2.2277 lr=9.60e-04
[train] epoch=3 step=212250 loss=2.0584 lr=9.60e-04
[train] epoch=3 step=212300 loss=2.0751 lr=9.60e-04
[train] epoch=3 step=212350 loss=2.0773 lr=9.60e-04
[train] epoch=3 step=212400 loss=2.1274 lr=9.60e-04
[train] epoch=3 step=212450 loss=2.1286 lr=9.60e-04
[train] epoch=3 step=212500 loss=2.1025 lr=9.60e-04
[train] epoch=3 step=212550 loss=2.0221 lr=9.60e-04
[train] epoch=3 step=212600 loss=2.1448 lr=9.60e-04
[train] epoch=3 step=212650 loss=2.1918 lr=9.60e-04
[train] epoch=3 step=212700 loss=2.0278 lr=9.60e-04
[train] epoch=3 step=212750 loss=2.0919 lr=9.60e-04
[train] epoch=3 step=212800 loss=2.1011 lr=9.60e-04
[train] epoch=3 step=212850 loss=2.1754 lr=9.60e-04
[val] epoch=3 val_loss=3.4572
[train] epoch=4 step=212900 loss=2.1485 lr=9.60e-04
[train] epoch=4 step=212950 loss=2.0731 lr=9.60e-04
[train] epoch=4 step=213000 loss=2.1733 lr=9.60e-04
[train] epoch=4 step=213050 loss=2.1308 lr=9.60e-04
[train] epoch=4 step=213100 loss=2.0819 lr=9.60e-04
[train] epoch=4 step=213150 loss=2.1751 lr=9.60e-04
[train] epoch=4 step=213200 loss=2.0802 lr=9.60e-04
[train] epoch=4 step=213250 loss=2.0239 lr=9.60e-04
[train] epoch=4 step=213300 loss=2.0135 lr=9.60e-04
[train] epoch=4 step=213350 loss=2.0677 lr=9.60e-04
[train] epoch=4 step=213400 loss=2.0565 lr=9.60e-04
[train] epoch=4 step=213450 loss=2.0027 lr=9.60e-04
[train] epoch=4 step=213500 loss=2.2222 lr=9.60e-04
[train] epoch=4 step=213550 loss=2.1340 lr=9.60e-04
[train] epoch=4 step=213600 loss=2.1169 lr=9.60e-04
[train] epoch=4 step=213650 loss=2.1036 lr=9.60e-04
[train] epoch=4 step=213700 loss=2.1688 lr=9.60e-04
[train] epoch=4 step=213750 loss=2.0569 lr=9.60e-04
[train] epoch=4 step=213800 loss=2.1032 lr=9.60e-04
[train] epoch=4 step=213850 loss=2.1654 lr=9.60e-04
[train] epoch=4 step=213900 loss=2.1555 lr=9.60e-04
[train] epoch=4 step=213950 loss=2.1064 lr=9.60e-04
[train] epoch=4 step=214000 loss=2.1011 lr=9.60e-04
[train] epoch=4 step=214050 loss=2.0314 lr=9.60e-04
[train] epoch=4 step=214100 loss=2.1489 lr=9.60e-04
[train] epoch=4 step=214150 loss=2.0935 lr=9.60e-04
[train] epoch=4 step=214200 loss=2.1782 lr=9.60e-04
[train] epoch=4 step=214250 loss=2.1338 lr=9.60e-04
[train] epoch=4 step=214300 loss=2.1687 lr=9.60e-04
[train] epoch=4 step=214350 loss=2.1542 lr=9.60e-04
[train] epoch=4 step=214400 loss=2.0272 lr=9.60e-04
[train] epoch=4 step=214450 loss=2.1397 lr=9.60e-04
[train] epoch=4 step=214500 loss=2.1433 lr=9.60e-04
[train] epoch=4 step=214550 loss=2.0341 lr=9.60e-04
[train] epoch=4 step=214600 loss=2.1490 lr=9.60e-04
[train] epoch=4 step=214650 loss=2.0862 lr=9.60e-04
[train] epoch=4 step=214700 loss=2.1611 lr=9.60e-04
[train] epoch=4 step=214750 loss=1.9848 lr=9.60e-04
[train] epoch=4 step=214800 loss=2.1468 lr=9.60e-04
[train] epoch=4 step=214850 loss=2.0656 lr=9.60e-04
[train] epoch=4 step=214900 loss=2.1048 lr=9.60e-04
[train] epoch=4 step=214950 loss=2.2029 lr=9.60e-04
[train] epoch=4 step=215000 loss=2.1368 lr=9.60e-04
[train] epoch=4 step=215050 loss=2.1492 lr=9.60e-04
[train] epoch=4 step=215100 loss=2.1206 lr=9.60e-04
[train] epoch=4 step=215150 loss=2.1502 lr=9.60e-04
[train] epoch=4 step=215200 loss=2.0135 lr=9.60e-04
[train] epoch=4 step=215250 loss=2.1670 lr=9.60e-04
[train] epoch=4 step=215300 loss=2.2130 lr=9.60e-04
[train] epoch=4 step=215350 loss=2.0993 lr=9.60e-04
[train] epoch=4 step=215400 loss=2.1311 lr=9.60e-04
[train] epoch=4 step=215450 loss=2.1970 lr=9.60e-04
[train] epoch=4 step=215500 loss=2.0959 lr=9.60e-04
[train] epoch=4 step=215550 loss=2.2248 lr=9.60e-04
[train] epoch=4 step=215600 loss=2.2039 lr=9.60e-04
[train] epoch=4 step=215650 loss=2.2137 lr=9.60e-04
[train] epoch=4 step=215700 loss=2.0902 lr=9.60e-04
[train] epoch=4 step=215750 loss=2.1895 lr=9.60e-04
[train] epoch=4 step=215800 loss=2.0763 lr=9.60e-04
[train] epoch=4 step=215850 loss=2.1480 lr=9.60e-04
[train] epoch=4 step=215900 loss=2.1300 lr=9.60e-04
[train] epoch=4 step=215950 loss=2.1535 lr=9.60e-04
[train] epoch=4 step=216000 loss=2.2242 lr=9.60e-04
[train] epoch=4 step=216050 loss=2.0481 lr=9.60e-04
[train] epoch=4 step=216100 loss=2.1349 lr=9.60e-04
[train] epoch=4 step=216150 loss=2.0785 lr=9.60e-04
[train] epoch=4 step=216200 loss=1.9455 lr=9.60e-04
[train] epoch=4 step=216250 loss=2.1868 lr=9.60e-04
[train] epoch=4 step=216300 loss=2.0612 lr=9.60e-04
[train] epoch=4 step=216350 loss=2.0601 lr=9.60e-04
[train] epoch=4 step=216400 loss=2.1179 lr=9.60e-04
[train] epoch=4 step=216450 loss=2.0576 lr=9.60e-04
[train] epoch=4 step=216500 loss=2.1179 lr=9.60e-04
[train] epoch=4 step=216550 loss=2.1081 lr=9.60e-04
[train] epoch=4 step=216600 loss=2.0501 lr=9.60e-04
[train] epoch=4 step=216650 loss=2.2008 lr=9.60e-04
[train] epoch=4 step=216700 loss=2.1529 lr=9.60e-04
[train] epoch=4 step=216750 loss=2.0679 lr=9.60e-04
[train] epoch=4 step=216800 loss=2.1538 lr=9.60e-04
[train] epoch=4 step=216850 loss=2.1223 lr=9.60e-04
[train] epoch=4 step=216900 loss=2.2016 lr=9.60e-04
[train] epoch=4 step=216950 loss=2.2192 lr=9.60e-04
[train] epoch=4 step=217000 loss=2.1263 lr=9.60e-04
[train] epoch=4 step=217050 loss=2.1614 lr=9.60e-04
[train] epoch=4 step=217100 loss=2.1971 lr=9.60e-04
[train] epoch=4 step=217150 loss=2.1202 lr=9.60e-04
[train] epoch=4 step=217200 loss=2.2124 lr=9.60e-04
[train] epoch=4 step=217250 loss=2.0226 lr=9.60e-04
[train] epoch=4 step=217300 loss=2.0109 lr=9.60e-04
[train] epoch=4 step=217350 loss=2.1649 lr=9.60e-04
[train] epoch=4 step=217400 loss=1.9366 lr=9.60e-04
[train] epoch=4 step=217450 loss=2.1290 lr=9.60e-04
[train] epoch=4 step=217500 loss=2.2039 lr=9.60e-04
[train] epoch=4 step=217550 loss=2.2106 lr=9.60e-04
[train] epoch=4 step=217600 loss=2.0379 lr=9.60e-04
[train] epoch=4 step=217650 loss=2.2485 lr=9.60e-04
[train] epoch=4 step=217700 loss=2.0273 lr=9.60e-04
[train] epoch=4 step=217750 loss=2.1918 lr=9.60e-04
[train] epoch=4 step=217800 loss=2.1246 lr=9.60e-04
[train] epoch=4 step=217850 loss=2.1250 lr=9.60e-04
[train] epoch=4 step=217900 loss=2.2124 lr=9.60e-04
[train] epoch=4 step=217950 loss=2.0444 lr=9.60e-04
[train] epoch=4 step=218000 loss=2.1236 lr=9.60e-04
